"","item_id","pId","cId","sgId"
"78",52718517,4704,160,35
"79",52718518,5899,160,35
"80",52718519,111518,160,35
"81",52718520,4704,160,35
"82",52394166,247752,97,35
"83",52718523,359536,160,85
"84",52872176,5899,160,35
"85",52718584,5899,160,35
"86",52915118,219083,11,35
"87",52534976,11987,97,35
"88",52534977,11987,97,35
"89",52534978,11987,97,35
"90",52534979,11987,97,35
"91",52534980,11987,97,35
"92",52534981,7758,97,35
"93",52534982,7758,97,35
"94",52453964,134673,166,35
"95",52820977,4704,11,35
"96",52786796,4704,160,35
"97",52530692,7758,97,35
"98",52530693,358095,97,88
"99",52715171,4711,11,35
"100",52718637,5884,160,35
"101",52718638,136698,160,35
"102",51925264,169151,166,35
"103",51925268,58424,166,35
"104",51925269,58424,166,35
"105",52715172,4711,11,35
"106",52718639,105602,160,35
"107",52535100,159966,97,35
"108",52950953,7758,97,35
"109",52950954,7758,97,35
"110",52950955,7758,97,35
"111",52950952,7758,97,35
"112",52950956,11987,97,35
"113",52939759,4704,160,35
"114",52939760,111518,160,35
"115",52939761,5899,160,35
"116",52939747,4704,160,35
"117",52939758,5899,160,35
"118",52980340,7758,97,35
"119",52980341,7758,97,35
"120",52980342,7758,97,35
"121",53064112,5899,160,35
"122",53067552,219083,11,35
"123",52980343,11987,97,35
"124",53051328,219083,11,35
"125",53047437,5899,160,35
"126",53259878,5899,160,35
"127",53259879,5899,160,35
"128",53259880,111518,160,35
"129",52454953,4655,166,35
"130",52454954,134673,166,35
"131",53225118,219083,11,35
"132",53225254,4704,11,35
"133",53074278,7758,97,35
"134",53074279,7758,97,35
"135",53074280,11987,97,35
"136",53074291,7758,97,35
"137",53074293,32081,97,35
"138",53074294,32081,97,35
"139",53236315,111518,160,35
"140",52454904,134673,166,35
"141",53074292,358095,97,88
"142",53313877,111518,160,35
"143",53313876,5899,160,35
"144",53213186,5899,160,35
"145",53213187,5899,160,35
"146",53738778,376377,11,85
"147",53901263,5899,160,35
"148",53901264,5899,160,35
"149",53932018,4704,141,35
"150",53932019,364384,141,85
"151",53937779,5899,160,35
"152",53854179,7758,97,35
"153",53854180,7758,97,35
"154",53854181,7758,97,35
"155",53854182,7758,97,35
"156",53854183,11987,97,35
"157",53854178,7758,97,35
"158",54107371,219083,11,35
"159",54107377,257950,11,35
"160",54107378,257950,11,35
"161",54107379,245211,11,35
"162",54107380,245211,11,35
"163",54107381,219083,11,35
"164",54107382,219083,11,35
"165",54107261,4704,141,35
"166",51266426,4704,141,35
"167",51287014,4704,160,35
"168",51287015,357007,160,35
"169",51325402,245211,11,35
"170",51325403,245211,11,35
"171",51325404,258837,11,35
"172",51174296,4704,141,35
"173",51174297,4704,141,35
"174",51174302,4704,141,35
"175",51324759,4704,160,35
"176",51324760,5899,160,35
"177",51324763,4704,160,35
"178",51324764,4704,160,35
"179",51324753,5899,160,35
"180",51324754,5899,160,35
"181",51324755,4704,160,35
"182",51061716,221836,166,35
"183",51061713,169151,166,35
"184",51325401,245211,11,35
"185",50857123,351099,94,35
"186",51061917,359370,166,35
"187",51330768,358008,11,35
"188",51330769,258837,11,35
"189",51061864,187110,166,35
"190",51061865,359370,166,35
"191",51818189,4711,11,35
"192",51622681,254709,94,35
"193",51640200,124782,97,35
"194",51640744,7758,97,35
"195",51640745,7758,97,35
"196",51640746,7758,97,35
"197",51063166,355693,166,35
"198",51063167,134673,166,35
"199",51063168,231164,166,35
"200",51818388,345644,11,35
"201",51841595,4711,11,35
"202",51841596,4711,11,35
"203",51841597,261815,11,85
"204",51841598,261815,11,85
"205",51818553,345644,11,35
"206",51818554,206563,11,35
"207",51818555,206563,11,35
"208",51818556,206563,11,35
"209",51818557,4711,11,35
"210",51818558,4711,11,35
"211",51818552,345644,11,35
"212",51817830,372058,141,35
"213",52000753,4704,160,35
"214",52000754,349875,160,85
"215",52000755,5899,160,35
"216",52000756,5899,160,35
"217",51063313,258853,166,35
"218",51817831,372058,141,35
"219",52000757,4720,160,35
"220",51063293,187110,166,35
"221",52182006,111518,160,35
"222",52182007,7783,160,35
"223",52070402,357648,5,35
"224",52124178,4704,160,35
"225",52124181,111518,160,35
"226",52097677,219083,11,35
"227",52097678,219083,11,35
"228",52193881,4704,141,35
"229",52193961,257950,11,35
"230",52210894,357648,5,35
"231",52371099,7783,160,35
"232",51924178,134673,166,35
"233",52210900,116740,5,35
"234",52145737,198937,94,35
"235",52309008,4704,141,35
"236",51924180,169151,166,35
"237",51924079,134673,166,35
"238",51924081,169151,166,35
"239",51923879,134673,166,35
"240",51923880,169151,166,35
"241",52567002,111518,160,35
"242",51924767,187110,166,35
"243",52567001,4704,160,35
"244",52567003,7783,160,35
"245",51924666,187110,166,35
"246",51924668,134673,166,35
"247",52450679,111518,160,35
"248",52450680,7783,160,35
"249",52686657,4704,141,35
"250",52686658,4704,141,35
"251",52686659,4704,141,35
"252",52718504,4704,160,35
"253",52718503,4704,160,35
"254",51925080,355693,166,35
"255",52821006,219083,11,35
"256",52821007,219083,11,35
"257",51925466,169151,166,35
"258",52524493,255711,94,35
"259",52915156,372058,11,35
"260",52915155,219083,11,35
"261",52524602,255711,94,35
"262",52900618,4704,141,35
"263",52453995,134673,166,35
"264",52453996,347899,166,35
"265",52453997,4642,166,35
"266",52453998,4655,166,35
"267",52453993,187110,166,35
"268",52900619,4704,141,35
"269",52941202,61910,11,35
"270",52940556,4704,141,35
"271",52940557,4704,141,35
"272",52939746,5899,160,35
"273",52941201,61910,11,35
"274",52454057,231164,166,35
"275",52817151,255711,94,35
"276",52970332,111518,160,35
"277",52970333,7783,160,35
"278",52919428,70814,5,35
"279",52983803,111518,160,35
"280",52983804,7783,160,35
"281",52958643,4704,141,35
"282",52958644,4704,141,35
"283",52997861,61910,11,35
"284",52997862,61910,11,35
"285",52997232,4704,141,35
"286",52997234,355134,141,85
"287",52997860,257950,11,35
"288",52997863,219083,11,35
"289",53039347,349875,160,85
"290",52980354,7758,97,35
"291",53064115,111518,160,35
"292",53064116,4704,160,35
"293",53051295,219083,11,35
"294",53051429,4704,141,35
"295",53047406,111518,160,35
"296",53051296,219083,11,35
"297",53259845,7783,160,35
"298",53313875,5899,160,35
"299",53313817,7783,160,35
"300",53313819,105602,160,35
"301",53213151,111518,160,35
"302",52454830,187110,166,35
"303",53162391,376377,11,85
"304",53163198,4704,141,35
"305",52454782,169151,166,35
"306",52454781,134673,166,35
"307",53351485,4704,141,35
"308",53313940,4704,160,35
"309",53313941,5899,160,35
"310",53313933,111518,160,35
"311",53313935,5899,160,35
"312",53313937,5899,160,35
"313",53313938,4720,160,35
"314",53313943,349875,160,85
"315",53738670,219083,11,35
"316",53706190,5899,160,35
"317",53706191,111518,160,35
"318",53706192,111518,160,35
"319",53706193,254377,160,35
"320",53448675,379079,166,35
"321",53448676,4655,166,35
"322",53738671,4704,11,35
"323",53706189,5899,160,35
"324",53706095,7783,160,35
"325",53448626,347899,166,35
"326",53448627,379079,166,35
"327",53738286,4704,141,35
"328",53762679,7783,160,35
"329",53448722,347899,166,35
"330",53448723,379079,166,35
"331",53679990,111518,160,35
"332",53448577,146729,166,35
"333",53665554,4704,11,35
"334",53564988,11987,97,35
"335",53564991,7758,97,35
"336",53564992,7758,97,35
"337",53665320,4704,141,35
"338",53665321,4704,141,35
"339",53665322,114286,141,85
"340",53665323,114286,141,85
"341",53659919,5899,160,35
"342",53659920,359536,160,85
"343",53659892,7783,160,35
"344",53659893,105602,160,35
"345",53564989,7758,97,35
"346",53564990,7758,97,35
"347",53665319,4704,141,35
"348",53738792,61910,11,35
"349",53738793,61910,11,35
"350",53738794,219083,11,35
"351",53738795,219083,11,35
"352",53448790,146729,166,35
"353",53448793,58426,166,35
"354",53448794,231164,166,35
"355",53738796,219083,11,35
"356",53449014,379079,166,35
"357",53449015,4655,166,35
"358",53855098,7783,160,35
"359",53855099,105602,160,35
"360",53448966,379079,166,35
"361",53448967,4655,166,35
"362",53824479,111518,160,35
"363",53824480,111518,160,35
"364",53448917,347899,166,35
"365",53448924,4655,166,35
"366",53793747,5899,160,35
"367",53793748,111518,160,35
"368",53937765,4704,160,35
"369",53937780,5899,160,35
"370",53937781,349875,160,85
"371",53449159,379079,166,35
"372",53449160,4655,166,35
"373",53449414,347899,166,35
"374",53449415,379079,166,35
"375",54025305,5899,160,35
"376",53854042,11987,97,35
"377",53449388,134673,166,35
"378",54139419,7783,160,35
"379",54139420,105602,160,35
"380",54139421,105602,160,35
"381",53449317,146729,166,35
"382",53449318,347899,166,35
"383",53853765,11987,97,35
"384",53937931,5899,160,35
"385",53449291,146729,166,35
"386",53449292,134673,166,35
"387",54574014,159966,97,35
"388",54574013,8239,97,35
"389",54198761,5899,160,35
"390",54553466,111518,160,35
"391",54553467,254377,160,35
"392",51127877,146729,5,35
"393",51932505,259312,2,35
"394",52070611,138137,5,35
"395",52070605,60062,5,35
"396",52210324,60062,5,35
"397",52251570,374330,5,35
"398",52210342,357648,5,35
"399",52251573,374330,5,35
"400",52420074,355782,2,49
"401",52919553,60062,5,35
"402",52919556,375681,5,35
"403",52919559,375681,5,35
"404",52919562,5899,5,35
"405",52919565,153300,5,35
"406",53142948,153300,5,35
"407",53144320,348085,2,35
"408",53144322,348085,2,35
"409",53143201,359417,5,35
"410",53638629,345231,5,35
"411",53766729,60062,5,35
"412",53766732,379796,5,35
"413",53766735,379796,5,35
"414",53766738,5899,5,35
"415",53766741,153300,5,35
"416",53767798,195224,2,35
"417",53767800,373420,2,35
"418",53767802,348085,2,35
"419",53920835,70814,5,35
"420",54668348,4704,141,35
"421",51193066,8254,97,35
"422",51193067,16611,97,35
"423",51193065,8087,97,35
"424",51348301,7758,97,35
"425",51348302,7758,97,35
"426",51348303,7758,97,35
"427",51348304,7758,97,35
"428",51348305,7758,97,35
"429",51348306,11987,97,35
"430",51348307,11987,97,35
"431",51348308,11987,97,35
"432",51348007,7758,97,35
"433",51348008,7758,97,35
"434",51348009,7758,97,35
"435",51348006,7758,97,35
"436",51518638,7758,97,35
"437",51062824,355692,166,35
"438",51640780,368237,97,35
"439",51836470,8087,97,35
"440",51836471,8254,97,35
"441",51836472,16611,97,35
"442",51836474,102385,97,35
"443",52178985,7758,97,35
"444",52178986,7758,97,35
"445",52178987,7758,97,35
"446",52178988,7758,97,35
"447",52179254,11987,97,35
"448",52179255,11987,97,35
"449",52179253,11987,97,35
"450",51924432,345223,166,35
"451",51924434,58424,166,35
"452",52393896,7758,97,35
"453",52393895,7758,97,35
"454",52686617,355134,141,85
"455",51925024,355692,166,35
"456",51925214,355692,166,35
"457",52535091,11987,97,35
"458",52535092,11987,97,35
"459",52535090,11987,97,35
"460",52535093,247752,97,35
"461",52454312,345223,166,35
"462",52951101,346586,97,35
"463",53074147,102385,97,35
"464",53707414,362245,97,35
"465",53707415,362245,97,35
"466",53707416,7758,97,35
"467",53707417,7758,97,35
"468",53707418,7758,97,35
"469",53707192,362245,97,35
"470",53707194,362245,97,35
"471",53707198,7758,97,35
"472",53707201,7758,97,35
"473",53706810,362245,97,35
"474",53706811,7758,97,35
"475",53706812,7758,97,35
"476",53706813,7758,97,35
"477",53706814,7758,97,35
"478",53706809,362245,97,35
"479",53706815,7758,97,35
"480",53449488,134673,166,35
"481",53449532,58426,166,35
"482",53449533,58426,166,35
"483",53449534,231164,166,35
"484",50881661,124976,97,35
"485",50881664,8087,97,35
"486",51061875,7766,166,35
"487",51348309,11987,97,35
"488",51062445,258853,166,35
"489",51836811,247752,97,35
"490",53707205,7758,97,35
"491",50874725,8435,94,35
"492",50881686,7758,97,35
"493",50874497,8435,94,35
"494",50874498,8435,94,35
"495",50880936,244786,97,35
"496",51121790,4711,141,35
"497",50874671,8435,94,35
"498",50874672,8435,94,35
"499",50881492,7758,97,35
"500",50874778,8435,94,35
"501",50881838,11987,97,35
"502",50874618,8435,94,35
"503",50874619,8435,94,35
"504",50881246,7758,97,35
"505",50874566,8435,94,35
"506",50881083,7758,97,35
"507",50874565,8435,94,35
"508",51192273,8435,94,35
"509",51192286,8435,94,35
"510",51193039,11987,97,35
"511",51193076,7758,97,35
"512",51192059,8435,94,35
"513",51192060,8435,94,35
"514",51192455,11987,97,35
"515",51192233,8435,94,35
"516",51192898,16611,97,35
"517",51192899,124782,97,35
"518",51192900,124782,97,35
"519",51192930,11987,97,35
"520",51192325,8435,94,35
"521",51192326,8435,94,35
"522",51193236,7758,97,35
"523",51193237,7758,97,35
"524",51193235,7758,97,35
"525",51193238,358095,97,88
"526",51192180,8435,94,35
"527",51192780,7758,97,35
"528",51192126,8435,94,35
"529",51192127,8435,94,35
"530",51192632,7758,97,35
"531",51473932,206563,11,35
"532",51193359,247752,97,35
"533",51193360,358095,97,88
"534",51473933,206563,11,35
"535",51062073,187110,166,35
"536",51062095,134673,166,35
"537",51326387,8435,94,35
"538",51348285,7758,97,35
"539",51348286,7758,97,35
"540",51348287,368237,97,35
"541",51348284,7758,97,35
"542",51347718,7758,97,35
"543",51347719,7758,97,35
"544",51347720,7758,97,35
"545",51326427,8435,94,35
"546",51326281,8435,94,35
"547",51347975,254708,97,35
"548",51347976,38921,97,35
"549",51347977,38921,97,35
"550",51347844,368237,97,35
"551",51347847,124976,97,35
"552",51062199,4655,166,35
"553",51347846,124976,97,35
"554",51661705,206563,11,35
"555",51661706,206563,11,35
"556",51517585,8435,94,35
"557",51518500,11987,97,35
"558",51518501,11987,97,35
"559",51518494,7758,97,35
"560",51600716,206563,11,35
"561",51517872,7758,97,35
"562",51517374,198937,94,35
"563",51062509,261649,166,35
"564",51517532,8435,94,35
"565",51518297,7758,97,35
"566",51518296,7758,97,35
"567",51518298,11987,97,35
"568",51661766,206563,11,35
"569",51517638,8435,94,35
"570",51517479,8435,94,35
"571",51518153,7758,97,35
"572",51518154,7758,97,35
"573",51517425,8435,94,35
"574",51517426,8435,94,35
"575",51518011,7758,97,35
"576",51518013,11987,97,35
"577",51518014,11987,97,35
"578",51518015,11987,97,35
"579",51518016,11987,97,35
"580",51518017,11987,97,35
"581",51518018,11987,97,35
"582",51518006,370089,97,35
"583",51518010,7758,97,35
"584",51817968,206563,11,35
"585",51640264,370964,97,35
"586",51640588,11987,97,35
"587",51640041,7761,97,35
"588",51640040,7761,97,35
"589",51640043,11987,97,35
"590",51640044,11987,97,35
"591",51934166,4663,40,35
"592",50950088,13589,70,35
"593",50950089,201648,70,35
"594",50950091,260605,70,88
"595",50950104,260605,70,88
"596",51969641,201648,70,35
"597",51969643,201648,70,35
"598",50950091,260605,125,88
"599",50950090,362550,70,35
"600",50950092,6556,70,35
"601",51969639,360391,70,35
"602",51903152,201648,70,35
"603",51903153,201648,70,35
"604",51903154,7758,70,35
"605",51903156,372574,70,35
"606",51903158,7300,125,88
"607",51903158,7300,70,88
"608",51903160,6556,70,35
"609",51903065,201648,70,35
"610",51903066,201648,70,35
"611",51903067,7758,70,35
"612",51903069,7300,125,88
"613",51903254,201648,70,35
"614",51903256,7758,70,35
"615",51903258,7300,125,88
"616",51902907,7758,70,35
"617",51902909,7300,125,88
"618",51902908,372574,70,35
"619",51903383,356157,70,35
"620",51903386,13589,70,35
"621",51903387,13589,70,35
"622",51903388,13589,70,35
"623",52227316,360391,70,35
"624",51903406,201648,70,35
"625",51903407,201648,70,35
"626",51903396,356157,70,35
"627",51903408,356157,70,35
"628",52145833,8435,94,35
"629",52145836,8435,94,35
"630",51903823,7300,125,88
"631",51903575,6556,70,35
"632",51903574,7300,125,88
"633",51903489,7758,70,35
"634",51903492,6556,70,35
"635",51903491,7300,125,88
"636",51903488,201648,70,35
"637",51903881,234516,70,35
"638",51903882,234516,70,35
"639",51903883,134676,70,35
"640",51903884,134676,70,35
"641",52410442,125747,70,35
"642",51903906,127375,70,35
"643",51904311,374549,125,35
"644",52446050,227721,70,35
"645",52446053,85576,70,35
"646",52446054,356157,70,35
"647",51903976,260605,70,88
"648",51903977,201648,70,35
"649",51845780,128810,121,35
"650",51903964,152643,125,35
"651",51904228,372574,125,35
"652",52541494,201648,70,35
"653",52541494,201648,125,35
"654",52624249,85576,70,35
"655",51904376,201648,70,35
"656",51904377,201648,125,35
"657",51904399,7300,125,88
"658",51904377,201648,70,35
"659",51904395,201648,70,35
"660",52446018,7758,70,35
"661",51904145,372574,125,35
"662",51904457,201648,70,35
"663",52711768,346340,115,35
"664",52711766,346340,115,35
"665",51904906,201648,125,35
"666",51904909,374549,125,35
"667",52604554,260605,70,88
"668",52604556,260605,70,88
"669",52604557,260605,70,88
"670",52604593,221645,70,35
"671",52524507,8435,94,35
"672",52524547,8435,94,35
"673",52604586,201648,125,35
"674",52604590,7300,125,88
"675",52604553,201648,70,35
"676",52604555,260605,70,88
"677",51904744,7300,125,88
"678",51904740,201648,70,35
"679",51904740,201648,125,35
"680",51904656,6556,70,35
"681",51904657,221645,70,35
"682",51904658,221645,70,35
"683",51904655,7300,125,88
"684",51904659,125747,125,35
"685",51904659,125747,70,35
"686",52523266,8435,94,35
"687",52605073,201648,70,35
"688",52950960,11987,97,35
"689",52604989,201648,70,35
"690",52604990,201648,70,35
"691",52994897,7758,70,35
"692",52994898,7758,70,35
"693",52951040,11987,97,35
"694",52994899,356157,70,35
"695",53052122,201648,70,35
"696",53052123,356157,70,35
"697",53068111,201648,70,35
"698",52605740,260605,70,88
"699",52605741,201648,70,35
"700",52605742,201648,70,35
"701",52605496,201648,70,35
"702",53052165,7758,70,35
"703",53213185,349875,160,85
"704",53444481,201648,70,35
"705",53689123,7758,70,35
"706",53689124,7758,70,35
"707",53565115,7758,97,35
"708",53444829,201648,70,35
"709",53444830,201648,70,35
"710",53706816,11987,97,35
"711",53445370,201648,70,35
"712",53445477,201648,70,35
"713",53446477,201648,70,35
"714",54574206,7758,97,35
"715",50879525,11987,97,35
"716",51348588,247752,97,35
"717",51062825,355691,166,35
"718",51062826,345223,166,35
"719",51062827,134673,166,35
"720",51062927,345223,166,35
"721",51063186,355692,166,35
"722",51063187,355691,166,35
"723",51063188,345223,166,35
"724",51063180,187110,166,35
"725",51434472,221367,166,35
"726",51923566,355691,166,35
"727",51923567,345223,166,35
"728",51923929,355692,166,35
"729",51923931,355691,166,35
"730",51923934,345223,166,35
"731",51924922,355692,166,35
"732",51924924,355691,166,35
"733",51924926,345223,166,35
"734",51925026,355691,166,35
"735",51925028,345223,166,35
"736",51924620,355691,166,35
"737",51924622,345223,166,35
"738",51924618,355692,166,35
"739",52454211,355691,166,35
"740",52454212,345223,166,35
"741",52454362,355691,166,35
"742",52454363,345223,166,35
"743",52454361,355692,166,35
"744",53051400,114286,141,85
"745",53051399,114286,141,85
"746",52454558,355692,166,35
"747",52454559,355691,166,35
"748",52454560,345223,166,35
"749",52454658,355692,166,35
"750",52454659,355691,166,35
"751",52454660,345223,166,35
"752",52454508,355692,166,35
"753",52454509,355691,166,35
"754",52454510,345223,166,35
"755",52454709,355692,166,35
"756",52454710,355691,166,35
"757",52454711,345223,166,35
"758",52454906,355692,166,35
"759",52454907,355691,166,35
"760",52454908,345223,166,35
"761",52454857,355691,166,35
"762",52454858,345223,166,35
"763",52454806,355692,166,35
"764",52454807,355691,166,35
"765",52454808,345223,166,35
"766",53448602,247510,166,35
"767",53448603,67218,166,35
"768",53448554,247510,166,35
"769",53448555,67218,166,35
"770",53448797,247510,166,35
"771",53449438,247510,166,35
"772",53449439,67218,166,35
"773",53449483,146729,166,35
"774",53449295,67218,166,35
"775",53449294,247510,166,35
"776",53449537,247510,166,35
"777",53449538,67218,166,35
"778",53449776,381840,166,49
"779",53449729,247510,166,35
"780",53449730,67218,166,35
"781",53449633,247510,166,35
"782",53449634,67218,166,35
"783",51266508,258837,11,35
"784",51266509,345644,11,35
"785",51266510,345644,11,35
"786",51266511,257950,11,35
"787",51266512,257950,11,35
"788",50874701,365580,94,35
"789",50874702,8431,94,35
"790",50874703,8431,94,35
"791",51266388,4704,141,35
"792",50874488,8431,94,35
"793",50874489,8431,94,35
"794",51096303,152643,2,35
"795",51287046,5899,160,35
"796",51287048,4704,160,35
"797",50874595,365580,94,35
"798",50874596,8431,94,35
"799",50874597,8431,94,35
"800",50874545,365580,94,35
"801",50874546,365580,94,35
"802",50874547,351099,94,35
"803",51099084,367158,5,35
"804",50857117,365580,94,35
"805",50857118,367735,94,35
"806",50857119,367735,94,35
"807",51192262,365580,94,35
"808",51192263,367735,94,35
"809",51192264,367735,94,35
"810",51192265,198937,94,35
"811",51192049,365580,94,35
"812",51192050,367735,94,35
"813",51061783,4655,166,35
"814",51192209,365580,94,35
"815",51192210,367735,94,35
"816",51192208,8435,94,35
"817",51192211,367735,94,35
"818",51428369,258837,11,35
"819",51428370,345644,11,35
"820",51428371,345644,11,35
"821",51428372,345644,11,35
"822",51428373,257950,11,35
"823",51192315,365580,94,35
"824",51192316,367735,94,35
"825",51192317,367735,94,35
"826",51192318,198937,94,35
"827",51438590,4704,160,35
"828",51438591,4704,160,35
"829",51438599,5899,160,35
"830",51438600,364815,160,35
"831",51062037,134673,166,35
"832",51062025,231164,166,35
"833",51428357,245211,11,35
"834",51428354,261815,11,85
"835",51438598,5899,160,35
"836",51325549,257950,11,35
"837",51192102,8435,94,35
"838",51192103,365580,94,35
"839",51192104,367735,94,35
"840",51324903,4704,160,35
"841",51192105,367735,94,35
"842",51295912,355782,2,49
"843",51192368,365580,94,35
"844",51192369,367735,94,35
"845",51192370,367735,94,35
"846",51192371,198937,94,35
"847",51326363,365580,94,35
"848",51326364,369275,94,35
"849",51326365,369275,94,35
"850",51326366,198937,94,35
"851",51326149,365580,94,35
"852",51326150,367735,94,35
"853",51326151,367735,94,35
"854",51473813,217079,141,85
"855",51326310,365580,94,35
"856",51326311,367735,94,35
"857",51326312,367735,94,35
"858",51326416,365580,94,35
"859",51326257,365580,94,35
"860",51326258,367735,94,35
"861",51326259,367735,94,35
"862",51326260,198937,94,35
"863",51326228,8435,94,35
"864",51326204,365580,94,35
"865",51326205,367735,94,35
"866",51326206,367735,94,35
"867",51326207,198937,94,35
"868",51455224,355782,2,49
"869",51326469,365580,94,35
"870",51326470,369275,94,35
"871",51326471,369275,94,35
"872",51326472,198937,94,35
"873",51517562,369275,94,35
"874",51517563,369275,94,35
"875",51517348,365580,94,35
"876",51517349,369275,94,35
"877",51517350,369275,94,35
"878",51517351,198937,94,35
"879",51517508,365580,94,35
"880",51517509,369275,94,35
"881",51517510,369275,94,35
"882",51517511,198937,94,35
"883",51517455,365580,94,35
"884",51517456,369275,94,35
"885",51517457,369275,94,35
"886",51517402,365580,94,35
"887",51517403,369275,94,35
"888",51517404,369275,94,35
"889",51606026,4704,160,35
"890",51606027,357007,160,35
"891",51517405,198937,94,35
"892",51517668,369275,94,35
"893",51517669,369275,94,35
"894",51741090,5899,160,35
"895",51517667,365580,94,35
"896",51622516,365580,94,35
"897",51622517,369275,94,35
"898",51622518,369275,94,35
"899",51622519,198937,94,35
"900",51853911,349875,160,85
"901",51622773,362742,94,35
"902",51622567,8435,94,35
"903",51841601,4704,11,35
"904",51841602,345644,11,35
"905",51841603,345644,11,35
"906",51841604,345644,11,35
"907",51836455,124782,97,35
"908",52048370,4704,160,35
"909",51434312,258853,166,35
"910",51434313,347899,166,35
"911",51836454,124782,97,35
"912",52000703,5899,160,35
"913",51779744,8435,94,35
"914",51779745,8435,94,35
"915",51841479,261815,11,85
"916",52021658,5899,160,35
"917",51779601,8435,94,35
"918",52000741,111518,160,35
"919",51779600,8435,94,35
"920",52000742,5899,160,35
"921",51932569,368986,2,35
"922",51932565,348085,2,35
"923",52074151,355782,2,49
"924",51998376,255711,94,35
"925",51998321,166061,94,35
"926",51998319,198937,94,35
"927",52371103,136698,160,35
"928",51924182,58426,166,35
"929",52145740,166061,94,35
"930",52308899,257950,11,35
"931",52145793,8435,94,35
"932",52211888,373418,2,35
"933",52211890,373419,2,35
"934",52211892,373420,2,35
"935",52211974,259245,2,35
"936",52145867,8435,94,35
"937",52145868,8435,94,35
"938",52443977,345644,11,35
"939",52443978,345644,11,35
"940",52450623,5899,160,35
"941",52450624,349875,160,85
"942",52450629,5899,160,35
"943",52450630,5899,160,35
"944",52450631,4704,160,35
"945",52450621,4704,160,35
"946",51924481,355693,166,35
"947",51924483,134673,166,35
"948",52284050,255711,94,35
"949",52523349,198937,94,35
"950",52917892,355782,2,49
"951",52997795,345644,11,35
"952",52454301,357648,166,35
"953",52918358,348085,2,35
"954",53030785,373420,2,35
"955",53143846,259245,2,35
"956",53346182,4711,11,35
"957",53346193,345644,11,35
"958",53073262,166061,94,35
"959",53074509,7758,97,35
"960",53074510,7758,97,35
"961",53313861,111518,160,35
"962",53346194,345644,11,35
"963",53162318,219083,11,35
"964",53162319,219083,11,35
"965",53073025,4694,94,35
"966",53163139,46408,141,35
"967",53170878,7783,160,35
"968",53073026,4694,94,35
"969",53170880,105602,160,35
"970",53170881,5884,160,35
"971",53565500,344198,97,35
"972",53638923,373420,2,35
"973",53639262,348085,2,35
"974",53639267,348085,2,35
"975",53564528,198937,94,35
"976",53565614,7758,97,35
"977",53449043,347899,166,35
"978",53882988,4720,160,35
"979",53792548,257950,11,35
"980",53792549,257950,11,35
"981",53792550,257950,11,35
"982",53792282,4704,141,35
"983",53793678,359536,160,85
"984",53448839,357648,166,35
"985",53855122,4704,160,35
"986",53839492,257950,11,35
"987",53932267,4711,11,35
"988",53932272,219083,11,35
"989",53932274,376377,11,85
"990",53932275,376377,11,85
"991",53901246,5899,160,35
"992",53901247,5899,160,35
"993",53449092,258853,166,35
"994",53923989,100194,2,35
"995",54010188,257950,11,35
"996",54556872,345644,11,35
"997",54556874,257950,11,35
