"","item_id","cId","sgId"
"180",161695,6,31
"181",376480,1,13
"182",187170,2,31
"183",372779,175,36
"184",202686,46,31
"185",374249,2,31
"186",175994,2,31
"187",377654,181,13
"188",112938,175,31
"189",5181,175,31
"190",378204,1,13
"191",378900,2,31
"192",375037,7,80
"193",360407,18,13
"194",233270,166,36
"195",188717,166,102
"196",381525,1,8
"197",17253,5,31
"198",234090,6,95
"199",112938,2,31
"200",236747,7,31
"201",379178,84,61
"202",6159,2,31
"203",362567,174,13
"204",380816,84,61
"205",375835,84,61
"206",34060,1,36
"207",7151,5,31
"208",5934,5,31
"209",358510,5,31
"210",361915,7,13
"211",350687,7,80
"212",342918,5,13
"213",5943,7,31
"214",5839,177,80
"215",364382,141,36
"216",177256,2,81
"217",367397,93,31
"218",367153,6,13
"219",216458,182,95
"220",182052,174,61
"221",368968,166,71
"222",122523,7,13
"223",204074,166,36
"224",76431,166,13
"225",9147,5,36
"226",371792,7,13
"227",371716,3,31
"228",220960,11,36
"229",226020,46,36
"230",373443,7,13
"231",377389,7,80
"232",119316,2,31
"233",189160,174,31
"234",5942,177,31
"235",170729,174,61
"236",235287,46,31
"237",6201,2,31
"238",380981,4,13
"239",353338,6,81
"240",226965,4,36
"241",46123,3,31
"242",5820,6,13
"243",373439,3,13
"244",222804,46,31
"245",13560,2,31
"246",6083,2,31
"247",156859,3,31
"248",92364,1,8
"249",134981,2,31
"250",83839,46,31
"251",128783,46,31
"252",47244,2,31
"253",116540,2,13
"254",45444,45,31
"255",369023,3,64
"256",134892,2,36
"257",49231,1,8
"258",373427,2,31
"259",127613,2,31
"260",8930,2,31
"261",237633,2,81
"262",5862,2,31
"263",171620,3,81
"264",244017,3,8
"265",73216,2,31
"266",377453,2,8
"267",166737,18,13
"268",6062,3,95
"269",379829,2,61
"270",380155,2,8
"271",378908,2,31
"272",232032,3,13
"273",380977,2,8
"274",381540,3,13
"275",83578,174,36
"276",46097,7,31
"277",68872,2,8
"278",134960,2,31
"279",182052,177,61
"280",134939,6,31
"281",5190,174,31
"282",368943,181,8
"283",48767,175,31
"284",369014,7,31
"285",218577,134,13
"286",5348,175,31
"287",370774,5,13
"288",214036,177,81
"289",70258,175,36
"290",34141,175,31
"291",343654,175,31
"292",118461,4,31
"293",258057,134,31
"294",142825,174,31
"295",76633,84,13
"296",78746,5,36
"297",181483,134,61
"298",259834,134,61
"299",230460,134,13
"300",188175,177,31
"301",14346,5,13
"302",353271,7,13
"303",355767,4,31
"304",176847,174,80
"305",206866,174,36
"306",380752,2,31
"307",361809,181,31
"308",380736,5,36
"309",377443,174,36
"310",126647,5,31
"311",246492,174,31
"312",370903,134,13
"313",137095,174,31
"314",174353,174,61
"315",372917,84,13
"316",257700,1,13
"317",256720,2,98
"318",5352,5,71
"319",228896,18,13
"320",369800,181,36
"321",62351,177,31
"322",195994,175,31
"323",372915,84,13
"324",14340,173,31
"325",243706,174,36
"326",367102,177,61
"327",8034,173,31
"328",374282,84,13
"329",202542,97,71
"330",100678,46,31
"331",372918,84,13
"332",43520,177,36
"333",373518,84,13
"334",7134,19,31
"335",374279,84,61
"336",367398,182,13
"337",374280,84,13
"338",375770,84,61
"339",375680,5,31
"340",377340,84,61
"341",353271,174,13
"342",237328,5,36
"343",375545,18,13
"344",69575,182,13
"345",224879,181,8
"346",370815,19,31
"347",10123,182,13
"348",231658,174,13
"349",378109,84,61
"350",378467,18,13
"351",198598,182,13
"352",365417,174,36
"353",380735,5,31
"354",197642,46,31
"355",233542,177,36
"356",377058,182,13
"357",376010,84,13
"358",203754,7,31
"359",364021,18,92
"360",378459,181,8
"361",375557,174,80
"362",15289,182,13
"363",247960,4,13
"364",199521,46,81
"365",113633,134,31
"366",14346,182,13
"367",122523,174,13
"368",118348,174,31
"369",203043,30,13
"370",195625,94,36
"371",367742,107,61
"372",371279,134,13
"373",177098,30,61
"374",372917,143,13
"375",114392,18,13
"376",360457,182,95
"377",256683,174,31
"378",204759,134,61
"379",167160,174,31
"380",58812,174,31
"381",135579,5,36
"382",356002,126,61
"383",202243,18,13
"384",175168,94,31
"385",256720,94,98
"386",204696,97,71
"387",217549,94,102
"388",197363,94,36
"389",8732,5,13
"390",372787,94,31
"391",344521,94,31
"392",51966,5,31
"393",363619,1,31
"394",16562,6,31
"395",371756,3,13
"396",372741,3,13
"397",373409,1,13
"398",373396,6,31
"399",184869,5,31
"400",6222,6,31
"401",357701,1,13
"402",361505,134,61
"403",256683,7,31
"404",200819,134,13
"405",368995,1,13
"406",362411,134,13
"407",371771,1,41
"408",370563,18,92
"409",37923,46,36
"410",166446,2,36
"411",363649,2,71
"412",90438,6,31
"413",378202,7,13
"414",46162,46,31
"415",39530,46,31
"416",107068,2,36
"417",62508,7,31
"418",248922,134,13
"419",94607,182,31
"420",90969,177,31
"421",46488,182,31
"422",233130,182,31
"423",368120,134,13
"424",47026,177,31
"425",39603,182,13
"426",342918,182,13
"427",132516,173,31
"428",5832,182,36
"429",82012,1,13
"430",211548,46,31
"431",96425,46,31
"432",101388,182,36
"433",179560,46,31
"434",216371,18,13
"435",79654,46,31
"436",8724,46,102
"437",97563,19,31
"438",44941,46,31
"439",366248,182,95
"440",198124,46,31
"441",86362,46,31
"442",195931,46,31
"443",98987,46,31
"444",109320,177,31
"445",48423,46,31
"446",8874,7,31
"447",374266,7,13
"448",39603,5,13
"449",205547,5,31
"450",158127,5,31
"451",347964,5,31
"452",367154,5,31
"453",177128,5,36
"454",171370,5,81
"455",177640,5,31
"456",343666,5,31
"457",371265,182,13
"458",5356,5,71
"459",215141,134,31
"460",230203,181,8
"461",116902,177,64
"462",146761,175,31
"463",184466,182,80
"464",176488,18,92
"465",372658,166,31
"466",128754,166,36
"467",61111,5,36
"468",15297,182,13
"469",237627,18,31
"470",7767,94,71
"471",181468,166,36
"472",5904,5,31
"473",48243,166,31
"474",261101,134,31
"475",5943,174,31
"476",109768,134,31
"477",5368,5,31
"478",61933,5,71
"479",238426,18,13
"480",181600,5,95
"481",5173,5,36
"482",62351,5,31
"483",136589,46,102
"484",94607,6,31
"485",258711,174,13
"486",63192,182,31
"487",372383,2,8
"488",78554,84,13
"489",39787,182,31
"490",373397,6,31
"491",170921,46,31
"492",83028,182,31
"493",220464,177,61
"494",253531,7,80
"495",171620,2,81
"496",127528,182,95
"497",128704,6,31
"498",45869,2,31
"499",203492,94,36
"500",257928,94,36
"501",375140,94,31
"502",18327,175,31
"503",126699,175,31
"504",218188,166,31
"505",5943,5,31
"506",81501,175,71
"507",189817,18,13
"508",5440,175,31
"509",80948,6,31
"510",359716,175,71
"511",196623,177,31
"512",158654,18,13
"513",166289,175,31
"514",48024,177,36
"515",362847,177,61
"516",371086,177,13
"517",5362,175,31
"518",105972,175,31
"519",195993,175,31
"520",198104,175,36
"521",373848,18,13
"522",249622,175,81
"523",367914,18,13
"524",134960,175,31
"525",53001,175,31
"526",380037,84,13
"527",375695,2,8
"528",65263,2,31
"529",5891,174,31
"530",192624,174,13
"531",367504,134,61
"532",12000,174,31
"533",364069,134,13
"534",160770,182,31
"535",151392,182,13
"536",171475,173,31
"537",192777,134,36
"538",49197,182,31
"539",366575,182,13
"540",46097,174,31
"541",128071,182,31
"542",357243,134,61
"543",6065,46,31
"544",130235,182,31
"545",227723,134,13
"546",81525,19,31
"547",187858,134,36
"548",60142,46,31
"549",374147,18,13
"550",134185,18,31
"551",376457,143,13
"552",378715,134,13
"553",361504,134,61
"554",376208,18,13
"555",380037,143,13
"556",369855,134,13
"557",243707,29,71
"558",112682,86,13
"559",132515,123,36
"560",363417,129,13
"561",188675,48,13
"562",246822,48,61
"563",19574,107,31
"564",375835,143,61
"565",380816,143,61
"566",375415,142,71
"567",364633,134,13
"568",368498,87,13
"569",373877,123,31
"570",178125,130,13
"571",347964,137,31
"572",5902,29,36
"573",175644,29,36
"574",357243,48,61
"575",363429,76,31
"576",347964,86,31
"577",357243,100,61
"578",243707,106,71
"579",170559,137,31
"580",233452,137,31
"581",376004,106,31
"582",366023,123,36
"583",129456,129,13
"584",365115,87,13
"585",40675,4,31
"586",66492,177,31
"587",196117,166,71
"588",104207,175,31
"589",367032,122,61
"590",120758,86,13
"591",342754,76,31
"592",370852,134,13
"593",125038,182,31
"594",371240,134,13
"595",371036,48,13
"596",371036,100,13
"597",363417,130,13
"598",375472,137,104
"599",212200,86,13
"600",246822,100,61
"601",192777,29,36
"602",5354,29,71
"603",176506,29,36
"604",5902,106,36
"605",5354,106,71
"606",167606,177,36
"607",373622,84,13
"608",226954,177,31
"609",170212,177,31
"610",10122,182,31
"611",187237,177,36
"612",8729,182,36
"613",376685,84,61
"614",5351,177,31
"615",367024,18,13
"616",8930,46,31
"617",66641,175,36
"618",8934,46,31
"619",124166,175,31
"620",15161,6,31
"621",192641,18,92
"622",51246,46,31
"623",88807,46,31
"624",375793,84,61
"625",108614,173,36
"626",189816,18,13
"627",129179,5,36
"628",151870,177,36
"629",141960,2,31
"630",75603,173,31
"631",177257,175,31
"632",369801,175,31
"633",5762,46,36
"634",261079,175,31
"635",182052,7,61
"636",5357,173,31
"637",49117,2,31
"638",129403,134,13
"639",60063,175,31
"640",72950,175,71
"641",382535,173,41
"642",6115,175,31
"643",159520,182,36
"644",371713,46,31
"645",379054,182,13
"646",359803,46,31
"647",380956,173,41
"648",244249,5,36
"649",376109,18,13
"650",6201,74,31
"651",7148,74,31
"652",237579,48,31
"653",182684,29,31
"654",360590,29,31
"655",204478,74,31
"656",212149,7,31
"657",173242,74,31
"658",61718,74,31
"659",256269,122,61
"660",374282,143,13
"661",15882,74,31
"662",369195,161,61
"663",16073,74,31
"664",372503,48,13
"665",170789,48,61
"666",374314,134,31
"667",353714,122,61
"668",357196,122,61
"669",376010,143,13
"670",376011,84,61
"671",180331,29,31
"672",366480,48,13
"673",368136,7,13
"674",8033,74,31
"675",243706,107,36
"676",5759,74,31
"677",5943,107,31
"678",195360,74,31
"679",373519,143,13
"680",373921,135,13
"681",5943,30,31
"682",5181,30,31
"683",372977,84,13
"684",372160,74,31
"685",376457,84,13
"686",375760,143,61
"687",380818,84,13
"688",362023,175,31
"689",358558,2,13
"690",220882,5,31
"691",80658,3,31
"692",359456,2,36
"693",345183,2,31
"694",158317,6,31
"695",5842,177,64
"696",129612,5,31
"697",127027,175,31
"698",200310,46,31
"699",212823,175,31
"700",5902,5,36
"701",5760,173,31
"702",346352,134,13
"703",79447,173,31
"704",370774,182,13
"705",195972,173,8
"706",5766,182,13
"707",56880,46,31
"708",129406,134,13
"709",218199,7,13
"710",368070,181,81
"711",369147,134,61
"712",366581,18,92
"713",370093,181,13
"714",253234,134,13
"715",373444,7,13
"716",231162,18,13
"717",206020,134,61
"718",380108,134,61
"719",379733,181,8
"720",381406,18,13
"721",381405,18,13
"722",246902,174,36
"723",258751,2,8
"724",8556,174,80
"725",357706,175,36
"726",64760,4,31
"727",6084,2,31
"728",86771,46,31
"729",377656,181,8
"730",360470,5,31
"731",360570,18,92
"732",216915,18,13
"733",374250,2,31
"734",214908,177,61
"735",124293,4,31
"736",230089,182,95
"737",163610,173,31
"738",348155,177,31
"739",170789,182,61
"740",259596,65,36
"741",378470,134,13
"742",5798,6,31
"743",55578,46,31
"744",369148,134,61
"745",9132,4,31
"746",371009,18,71
"747",374335,181,8
"748",63596,181,8
"749",375762,84,61
"750",375761,84,61
"751",375760,84,61
"752",153261,18,13
"753",5837,177,64
"754",103545,173,31
"755",373495,84,13
"756",373519,84,13
"757",59590,177,36
"758",370968,46,31
"759",374304,84,13
"760",375792,84,61
"761",178019,177,31
"762",378153,182,13
"763",203392,66,36
"764",375457,18,92
"765",196081,174,13
"766",113632,134,31
"767",375785,84,61
"768",376458,84,61
"769",5867,182,36
"770",354904,177,36
"771",372951,84,13
"772",244248,5,36
"773",6116,177,36
"774",216480,177,36
"775",367387,29,31
"776",362376,48,13
"777",208824,122,61
"778",201950,122,61
"779",369853,48,13
"780",371353,100,13
"781",13504,107,31
"782",170729,107,61
"783",5782,107,31
"784",371352,48,13
"785",371994,48,13
"786",369851,48,13
"787",370902,48,13
"788",366478,48,13
"789",369273,48,13
"790",369273,100,13
"791",363729,100,61
"792",372915,143,13
"793",369853,100,13
"794",62351,107,31
"795",189169,107,31
"796",372918,143,13
"797",224365,107,31
"798",373833,100,31
"799",5173,107,36
"800",170729,30,61
"801",5173,30,36
"802",228101,107,31
"803",375977,48,13
"804",376462,48,31
"805",255446,100,61
"806",181483,100,61
"807",19029,106,36
"808",135027,106,31
"809",377256,122,61
"810",255446,48,61
"811",123870,134,31
"812",14596,174,31
"813",366251,1,8
"814",370755,1,8
"815",371724,1,8
"816",342799,1,13
"817",247986,1,13
"818",373414,1,8
"819",6248,1,8
"820",378210,1,31
"821",369102,19,31
"822",207313,19,31
"823",377448,19,31
"824",82947,19,31
"825",170921,19,31
"826",377659,19,31
"827",206866,7,36
"828",8033,19,31
"829",357490,19,31
"830",237471,174,13
"831",125947,3,31
"832",66943,46,31
"833",10646,46,31
"834",359444,174,13
"835",93404,6,31
"836",380956,6,41
"837",198896,6,31
"838",251200,181,8
"839",357975,175,71
"840",357962,2,71
"841",374508,6,31
"842",376012,84,13
"843",374527,84,13
"844",5835,177,64
"845",364069,48,13
"846",368159,48,81
"847",177128,65,36
"848",5891,95,31
"849",260574,65,36
"850",220562,65,36
"851",15274,182,36
"852",250497,65,36
"853",74795,65,36
"854",61111,65,36
"855",5897,65,36
"856",247960,182,13
"857",110757,65,36
"858",201111,161,61
"859",256269,161,61
"860",170794,48,61
"861",34876,76,31
"862",243708,76,31
"863",176543,104,31
"864",370367,65,36
"865",231006,87,13
"866",169176,87,13
"867",196783,129,13
"868",5182,76,31
"869",5182,104,31
"870",189634,142,71
"871",203392,65,36
"872",371279,48,13
"873",245613,76,31
"874",362116,30,31
"875",370611,65,13
"876",178125,129,13
"877",120410,129,13
"878",229657,29,31
"879",231119,65,36
"880",259596,66,36
"881",224803,65,36
"882",36122,76,31
"883",7137,76,31
"884",19574,30,31
"885",190286,76,31
"886",233452,86,31
"887",118461,76,31
"888",377912,30,61
"889",360061,122,61
"890",358506,100,61
"891",135044,76,31
"892",35459,76,31
"893",175644,106,36
"894",216817,65,36
"895",177128,66,36
"896",362964,100,61
"897",365574,129,13
"898",367489,48,61
"899",370368,65,36
"900",359092,100,31
"901",250497,66,36
"902",362964,48,61
"903",61111,66,36
"904",346221,65,61
"905",372057,65,13
"906",110757,66,36
"907",261101,100,31
"908",227293,137,13
"909",244822,76,31
"910",187355,87,13
"911",6509,65,36
"912",202723,142,71
"913",372411,48,13
"914",372405,86,74
"915",172611,65,36
"916",175966,65,36
"917",370611,66,13
"918",95967,129,13
"919",370732,100,13
"920",230457,142,71
"921",250499,65,36
"922",370732,48,13
"923",231119,66,36
"924",176543,76,31
"925",373308,65,36
"926",224803,66,36
"927",118792,76,31
"928",6537,65,36
"929",373170,65,36
"930",182710,142,71
"931",238599,65,36
"932",220562,66,36
"933",367454,107,61
"934",74795,66,36
"935",356058,148,65
"936",367454,30,61
"937",376405,65,61
"938",380409,65,36
"939",5897,66,36
"940",379652,48,13
"941",379098,65,36
"942",379652,100,13
"943",129456,130,13
"944",382213,65,36
"945",6083,137,31
"946",149167,29,36
"947",186436,65,36
"948",351564,48,13
"949",356950,65,36
"950",381736,88,13
"951",62351,30,31
"952",201111,122,61
"953",62062,123,31
"954",360093,123,31
"955",5782,30,31
"956",369140,48,61
"957",227116,48,13
"958",243706,30,36
"959",369141,48,61
"960",369141,100,61
"961",226504,48,61
"962",363429,104,31
"963",369854,48,13
"964",177257,30,31
"965",182356,142,71
"966",369851,100,13
"967",73130,123,36
"968",32736,123,31
"969",369855,100,13
"970",371236,30,31
"971",236747,104,31
"972",35459,104,31
"973",34876,104,31
"974",7137,104,31
"975",243708,104,31
"976",7151,76,31
"977",193957,76,31
"978",361845,86,13
"979",212200,137,13
"980",167109,137,13
"981",345567,104,31
"982",246194,142,71
"983",203043,107,13
"984",361821,161,61
"985",375867,107,31
"986",375866,107,31
"987",374280,143,13
"988",178225,30,61
"989",5934,76,31
"990",361845,137,13
"991",353714,161,61
"992",81596,130,13
"993",198650,107,36
"994",201019,161,61
"995",378175,30,61
"996",360061,161,61
"997",13504,30,31
"998",84019,85,98
"999",196080,95,31
"1000",379178,143,61
"1001",378175,107,61
"1002",193433,129,13
"1003",245613,104,31
"1004",370903,48,13
"1005",219804,142,71
"1006",246492,76,31
"1007",183397,30,31
"1008",189169,30,31
"1009",370069,177,13
"1010",219806,134,13
"1011",367742,30,61
"1012",237578,100,31
"1013",118792,104,31
"1014",48706,86,13
"1015",364082,48,61
"1016",355957,86,74
"1017",357082,122,61
"1018",221184,30,31
"1019",359421,48,31
"1020",136269,86,13
"1021",231401,29,36
"1022",250864,87,8
"1023",114392,87,13
"1024",376118,48,61
"1025",379900,88,13
"1026",218373,148,65
"1027",5457,5,31
"1028",197685,175,31
"1029",364745,94,36
"1030",128754,5,36
"1031",167608,5,102
"1032",81623,5,31
"1033",165232,5,36
"1034",260682,5,71
"1035",196163,182,13
"1036",13504,177,31
"1037",99208,177,31
"1038",197319,175,31
"1039",11456,175,13
"1040",127564,177,36
"1041",5353,177,36
"1042",104832,2,64
"1043",369733,18,13
"1044",171101,2,31
"1045",217505,161,61
"1046",379558,161,61
"1047",359323,175,31
"1048",372248,181,8
"1049",216824,175,31
"1050",374134,181,8
"1051",374950,181,8
"1052",375609,181,8
"1053",202717,181,8
"1054",377317,181,8
"1055",212332,93,31
"1056",96425,2,31
"1057",17253,173,31
"1058",36892,175,31
"1059",373498,84,13
"1060",61323,182,13
"1061",375790,84,61
"1062",370734,2,13
"1063",247759,175,31
"1064",170790,48,61
"1065",369147,48,61
"1066",45684,87,13
"1067",362411,100,13
"1068",134308,4,31
"1069",11329,5,31
"1070",369855,48,13
"1071",15019,87,8
"1072",362411,48,13
"1073",369698,48,13
"1074",181470,29,31
"1075",58484,29,31
"1076",116540,87,13
"1077",196534,148,65
"1078",195898,87,13
"1079",170800,48,61
"1080",370495,48,13
"1081",367031,122,61
"1082",373518,143,13
"1083",236219,100,61
"1084",236219,48,61
"1085",261101,48,31
"1086",112938,86,31
"1087",169618,137,31
"1088",374237,2,13
"1089",368165,29,36
"1090",5772,137,31
"1091",360357,86,13
"1092",167109,86,13
"1093",193433,130,13
"1094",375985,48,13
"1095",378715,100,13
"1096",380749,86,13
"1097",364069,100,13
"1098",254161,100,61
"1099",254161,48,61
"1100",360060,122,61
"1101",111247,48,61
"1102",355997,122,61
"1103",182052,122,61
"1104",170800,100,61
"1105",356788,87,13
"1106",370582,29,31
"1107",369195,122,61
"1108",361821,122,61
"1109",378082,122,61
"1110",157745,48,36
"1111",187846,93,31
"1112",197190,175,31
"1113",147538,175,31
"1114",181483,48,61
"1115",344648,86,31
"1116",344648,137,31
"1117",189403,48,13
"1118",192777,106,36
"1119",360265,29,31
"1120",48024,123,36
"1121",229298,123,36
"1122",103830,87,13
"1123",342754,104,31
"1124",369293,76,31
"1125",371294,106,31
"1126",250225,87,8
"1127",78554,143,13
"1128",372223,48,13
"1129",135027,29,31
"1130",371587,123,36
"1131",154686,106,36
"1132",19029,29,36
"1133",230460,100,13
"1134",375450,48,61
"1135",373884,76,31
"1136",36122,104,31
"1137",5356,29,71
"1138",5356,106,71
"1139",149167,106,36
"1140",365742,30,31
"1141",359818,198,13
"1142",236216,29,36
"1143",223713,161,61
"1144",45576,33,31
"1145",45576,64,31
"1146",177112,76,31
"1147",358674,87,8
"1148",375977,100,13
"1149",369846,76,31
"1150",64103,30,31
"1151",376011,143,61
"1152",377653,87,13
"1153",226348,29,31
"1154",248922,48,13
"1155",375197,123,36
"1156",378769,161,61
"1157",164750,87,8
"1158",178040,126,61
"1159",371294,29,31
"1160",370577,161,61
"1161",116802,142,71
"1162",379640,198,13
"1163",112938,137,31
"1164",170789,100,61
"1165",180331,106,31
"1166",170790,100,61
"1167",7133,104,31
"1168",246492,104,31
"1169",64745,104,31
"1170",176506,106,36
"1171",170794,100,61
"1172",361505,48,61
"1173",7133,76,31
"1174",343504,95,31
"1175",362838,48,61
"1176",369835,48,61
"1177",368056,48,8
"1178",248458,87,80
"1179",369835,100,61
"1180",48778,106,31
"1181",7726,18,71
"1182",369147,100,61
"1183",225304,29,31
"1184",234044,134,31
"1185",364083,100,61
"1186",369274,48,13
"1187",154686,29,36
"1188",175076,29,71
"1189",236215,106,36
"1190",236215,29,36
"1191",375450,100,61
"1192",377688,100,31
"1193",237320,46,31
"1194",224350,166,71
"1195",37923,2,36
"1196",5173,177,36
"1197",126778,46,31
"1198",343634,46,36
"1199",117683,174,13
"1200",345048,48,31
"1201",374740,122,61
"1202",5760,137,31
"1203",374055,18,13
"1204",45868,46,31
"1205",166959,4,36
"1206",138441,177,102
"1207",256241,18,92
"1208",376409,84,61
"1209",379889,182,13
"1210",362838,100,61
"1211",368165,106,36
"1212",81993,177,64
"1213",353621,122,61
"1214",370902,100,13
"1215",170801,100,61
"1216",192624,87,13
"1217",358589,18,92
"1218",193430,129,41
"1219",83052,166,31
"1220",46744,4,31
"1221",60473,2,36
"1222",113069,175,36
"1223",176526,46,36
"1224",91088,46,102
"1225",372314,181,8
"1226",347246,18,92
"1227",367365,46,36
"1228",60685,46,36
"1229",364687,48,61
"1230",261234,76,31
"1231",249063,48,61
"1232",375762,143,61
"1233",368160,100,80
"1234",370903,100,13
"1235",373622,143,13
"1236",376458,143,61
"1237",61718,104,31
"1238",170801,48,61
"1239",72627,76,31
"1240",7151,104,31
"1241",188493,48,13
"1242",7502,95,31
"1243",356146,87,8
"1244",365039,30,31
"1245",116915,106,31
"1246",363248,95,31
"1247",219783,148,65
"1248",189414,30,31
"1249",193957,104,31
"1250",218231,137,31
"1251",364398,87,8
"1252",344578,123,36
"1253",373523,86,13
"1254",16463,129,13
"1255",224365,30,31
"1256",376805,30,31
"1257",257526,30,31
"1258",123870,29,31
"1259",349402,123,31
"1260",367782,106,31
"1261",231838,127,36
"1262",191198,128,36
"1263",231838,128,36
"1264",167609,5,36
"1265",5352,29,71
"1266",14151,87,36
"1267",157313,87,13
"1268",259596,128,36
"1269",13285,29,36
"1270",249063,100,61
"1271",253340,182,13
"1272",259596,127,36
"1273",376526,29,36
"1274",361505,100,61
"1275",191198,127,36
"1276",207240,161,61
"1277",246609,25,31
"1278",355997,161,61
"1279",363494,87,8
"1280",370973,87,36
"1281",229657,106,31
"1282",49147,6,31
"1283",358628,18,13
"1284",70311,175,31
"1285",371787,1,13
"1286",230004,94,31
"1287",165676,4,31
"1288",371786,174,13
"1289",151776,177,36
"1290",80671,46,36
"1291",11871,6,31
"1292",219427,177,31
"1293",346302,1,31
"1294",226018,1,13
"1295",89806,1,31
"1296",373411,1,13
"1297",71897,46,31
"1298",380734,1,31
"1299",219969,93,41
"1300",215914,1,31
"1301",369780,166,81
"1302",371632,94,81
"1303",230807,94,71
"1304",376525,29,36
"1305",377660,48,31
"1306",376685,143,61
"1307",167443,65,36
"1308",167443,66,36
"1309",127886,174,13
"1310",379074,48,61
"1311",95967,130,13
"1312",81596,129,13
"1313",202137,66,36
"1314",373207,93,31
"1315",195991,175,13
"1316",257697,2,8
"1317",347196,115,81
"1318",112027,86,13
"1319",254226,87,13
"1320",362567,87,13
"1321",5352,106,71
"1322",227293,86,13
"1323",371279,100,13
"1324",367031,161,61
"1325",370636,115,13
"1326",228709,48,61
"1327",60009,87,36
"1328",234607,122,61
"1329",233131,182,13
"1330",377291,84,61
"1331",36828,173,31
"1332",150089,6,36
"1333",373168,84,13
"1334",69855,45,31
"1335",375691,1,8
"1336",344981,177,13
"1337",371792,174,13
"1338",356788,174,13
"1339",76430,129,13
"1340",250558,100,61
"1341",196536,148,65
"1342",378715,48,13
"1343",228892,18,13
"1344",153804,95,31
"1345",248457,87,13
"1346",379775,48,13
"1347",379558,122,61
"1348",177098,107,61
"1349",247443,123,36
"1350",361492,134,61
"1351",92349,4,36
"1352",362106,1,13
"1353",369274,134,13
"1354",65001,94,36
"1355",372944,84,13
"1356",375772,84,61
"1357",365974,122,61
"1358",367960,181,8
"1359",378005,134,13
"1360",88020,4,36
"1361",374133,181,8
