"","user_id","item_id","partition","rating"
"349",460,236766,"test",0.5
"350",460,380411,"test",0
"351",460,373260,"test",1
"352",460,235089,"test",0.5
"353",460,236621,"test",0.5
"354",460,87477,"test",0.5
"355",460,228897,"test",2.5
"356",460,157426,"test",0.5
"357",460,381833,"test",0
"358",489,236621,"train",0.5
"359",489,4884,"train",1
"360",489,235089,"train",1
"361",489,368024,"train",0.5
"362",489,246188,"train",0.5
"363",489,369191,"train",0
"364",489,179528,"train",0
"365",489,370744,"train",0.5
"366",489,237044,"train",0
"367",489,371797,"train",1
"368",489,371757,"train",0
"369",489,236620,"train",1
"370",489,157426,"train",0
"371",489,370554,"train",0
"372",489,373260,"train",1.5
"373",489,355587,"train",0.5
"374",489,236766,"train",0.5
"375",489,377373,"train",1
"376",489,237283,"train",0.5
"377",489,363425,"train",2.5
"378",489,4884,"test",1
"379",489,379836,"test",0
"380",489,237114,"test",0
"381",489,355587,"test",0.5
"382",489,134280,"test",0.5
"383",489,236621,"test",0.5
"384",489,237283,"test",0.5
"385",489,363425,"test",2.5
"386",489,179528,"test",0
"387",489,381833,"test",0.5
"388",489,236766,"test",0.5
"389",573,367351,"train",0
"390",573,222671,"train",3
"391",573,368170,"train",5
"392",573,368668,"train",0.5
"393",573,362961,"train",0.5
"394",573,370744,"train",9
"395",573,179528,"train",3
"396",573,355587,"train",3
"397",573,373261,"train",7
"398",573,236621,"train",4.5
"399",573,237114,"train",4
"400",573,237283,"train",4.5
"401",573,235089,"train",6
"402",573,236620,"train",4.5
"403",573,373610,"train",2
"404",573,355955,"train",6
"405",573,371654,"train",10
"406",573,4884,"train",5
"407",573,374061,"train",10
"408",573,376785,"train",4
"409",573,376737,"train",0.5
"410",573,352054,"train",2
"411",573,377253,"train",7.5
"412",573,377657,"train",0.5
"413",573,179528,"test",3
"414",573,236621,"test",4.5
"415",573,4884,"test",5
"416",573,355587,"test",3
"417",573,235089,"test",6
"418",573,380111,"test",3.5
"419",573,373260,"test",3
"420",573,349448,"test",6.5
"421",573,380653,"test",4.5
"422",573,348753,"test",1.5
"423",573,157426,"test",10
"424",573,237283,"test",4.5
"425",573,5134,"test",6.5
"426",574,367351,"train",0
"427",574,366653,"train",10
"428",574,222671,"train",3
"429",574,368170,"train",5.5
"430",574,368668,"train",0.5
"431",574,362961,"train",0.5
"432",574,370744,"train",9
"433",574,371059,"train",0.5
"434",574,366312,"train",2.5
"435",574,179528,"train",3.5
"436",574,355587,"train",4.5
"437",574,373261,"train",7
"438",574,236621,"train",5.5
"439",574,237114,"train",5
"440",574,237283,"train",7
"441",574,235089,"train",7
"442",574,236620,"train",8
"443",574,373610,"train",2
"444",574,355955,"train",10
"445",574,4884,"train",7
"446",574,371654,"train",10
"447",574,374061,"train",10
"448",574,236766,"train",9.5
"449",574,374901,"train",8
"450",574,375382,"train",5.5
"451",574,376629,"train",6.5
"452",574,375548,"train",10
"453",574,376785,"train",6.5
"454",574,376737,"train",0.5
"455",574,254344,"train",7
"456",574,352054,"train",2
"457",574,377253,"train",8
"458",574,377657,"train",3.5
"459",574,179528,"test",3.5
"460",574,236621,"test",5.5
"461",574,355587,"test",4.5
"462",574,4884,"test",7
"463",574,379594,"test",9.5
"464",574,235089,"test",7
"465",574,380111,"test",3.5
"466",574,373260,"test",3
"467",574,349448,"test",6.5
"468",574,380653,"test",10
"469",574,348753,"test",1.5
"470",574,157426,"test",10
"471",574,237283,"test",7
"472",574,5134,"test",6.5
"473",597,365301,"train",5
"474",597,179528,"train",1.5
"475",597,228897,"train",0.5
"476",597,355599,"train",0
"477",597,157426,"train",1
"478",597,236620,"train",9
"479",597,158653,"train",0.5
"480",597,260561,"train",1
"481",597,237114,"train",8
"482",597,236621,"train",4
"483",597,363425,"train",7
"484",597,4884,"train",5
"485",597,235089,"train",3.5
"486",597,236766,"train",0.5
"487",597,355587,"train",0
"488",597,370554,"train",0.5
"489",597,370556,"train",3.5
"490",597,64052,"train",4
"491",597,369191,"train",1
"492",597,373426,"train",0
"493",597,237283,"train",3
"494",597,373260,"train",5
"495",597,377373,"train",0
"496",597,235089,"test",3.5
"497",597,237283,"test",3
"498",597,134280,"test",2.5
"499",597,236620,"test",9
"500",597,4884,"test",5
"501",597,373260,"test",5
"502",597,179528,"test",1.5
"503",597,236621,"test",4
"504",597,87477,"test",1
"505",597,237114,"test",8
"506",597,158653,"test",0.5
"507",597,355587,"test",0
"508",597,381833,"test",1.5
"509",744,365301,"train",4.5
"510",744,179528,"train",2
"511",744,4884,"train",2.5
"512",744,355587,"train",1.5
"513",744,235089,"train",2
"514",744,355599,"train",3
"515",744,236621,"train",3
"516",744,237283,"train",1.5
"517",744,236620,"train",6
"518",744,237114,"train",4.5
"519",744,369191,"train",0.5
"520",744,236766,"train",6
"521",744,370773,"train",0
"522",744,371016,"train",0.5
"523",744,370556,"train",3
"524",744,259503,"train",5
"525",744,246175,"train",1.5
"526",744,237044,"train",5
"527",744,363425,"train",4.5
"528",744,370554,"train",0.5
"529",744,157426,"train",0.5
"530",744,372385,"train",0.5
"531",744,371655,"train",1
"532",744,373260,"train",2
"533",744,371654,"train",1
"534",744,374901,"train",0
"535",744,375558,"train",1
"536",744,375548,"train",4
"537",744,377373,"train",5
"538",744,376785,"train",1
"539",744,134280,"train",0.5
"540",744,355587,"test",1.5
"541",744,237114,"test",4.5
"542",744,236621,"test",3
"543",744,373260,"test",2
"544",744,179528,"test",2
"545",744,235089,"test",2
"546",744,4884,"test",2.5
"547",744,257931,"test",6.5
"548",744,134280,"test",0.5
"549",744,236766,"test",6
"550",744,87477,"test",5.5
"551",744,157426,"test",0.5
"552",744,236620,"test",6
"553",1096,369020,"train",0
"554",1096,369898,"train",1
"555",1096,228897,"train",9
"556",1096,236620,"train",1.5
"557",1096,237283,"train",1.5
"558",1096,357566,"train",5.5
"559",1096,372789,"train",8.5
"560",1096,259851,"train",5.5
"561",1096,373540,"train",3.5
"562",1096,179528,"train",3
"563",1096,377373,"train",0.5
"564",1096,363425,"train",5
"565",1096,373260,"train",3.5
"566",1096,379594,"test",1
"567",1096,355587,"test",1.5
"568",1096,36045,"test",6.5
"569",1096,373260,"test",3.5
"570",1096,87477,"test",5
"571",1096,4884,"test",0.5
"572",1096,179528,"test",3
"573",1096,380111,"test",0.5
"574",1096,237283,"test",1.5
"575",1096,236620,"test",1.5
"576",1420,236621,"train",0.5
"577",1420,4884,"train",1
"578",1420,179528,"train",0.5
"579",1420,365301,"train",1
"580",1420,236620,"train",3
"581",1420,355587,"train",1
"582",1420,235089,"train",2.5
"583",1420,237283,"train",2
"584",1420,369191,"train",5.5
"585",1420,357566,"train",0.5
"586",1420,257931,"train",1.5
"587",1420,157426,"train",0.5
"588",1420,237044,"train",0.5
"589",1420,370556,"train",1.5
"590",1420,237114,"train",2.5
"591",1420,134280,"train",3
"592",1420,236766,"train",0.5
"593",1420,371655,"train",1
"594",1420,363425,"train",6
"595",1420,377373,"train",5
"596",1420,373260,"train",3
"597",1420,363425,"test",6
"598",1420,179528,"test",0.5
"599",1420,235089,"test",2.5
"600",1420,373260,"test",3
"601",1420,36045,"test",1
"602",1420,355587,"test",1
"603",1420,236621,"test",0.5
"604",1420,5134,"test",0.5
"605",1420,4884,"test",1
"606",1420,257931,"test",1.5
"607",1433,355599,"train",0.5
"608",1433,236621,"train",0
"609",1433,235089,"train",0.5
"610",1433,134280,"train",0
"611",1433,357566,"train",0.5
"612",1433,368479,"train",0.5
"613",1433,237114,"train",0
"614",1433,4884,"train",0
"615",1433,368024,"train",0
"616",1433,157426,"train",0
"617",1433,370762,"train",0
"618",1433,370744,"train",0.5
"619",1433,179528,"train",0
"620",1433,236766,"train",0.5
"621",1433,237283,"train",0.5
"622",1433,237044,"train",0
"623",1433,371781,"train",4
"624",1433,370555,"train",0.5
"625",1433,370554,"train",0
"626",1433,360664,"train",0
"627",1433,246175,"train",0
"628",1433,236620,"train",0
"629",1433,373407,"train",2.5
"630",1433,64052,"train",0.5
"631",1433,373540,"train",4.5
"632",1433,228897,"train",0
"633",1433,377373,"train",1
"634",1433,373260,"train",0
"635",1433,228897,"train",0
"636",1433,157426,"test",0
"637",1433,134280,"test",0
"638",1433,355587,"test",0
"639",1433,235089,"test",0.5
"640",1433,373540,"test",4.5
"641",1433,179528,"test",0
"642",1433,4884,"test",0
"643",1433,236621,"test",0
"644",1433,237044,"test",0
"645",1433,344443,"test",0.5
"646",1433,237114,"test",0
"647",1433,254344,"test",0
"648",1433,363425,"test",1
"649",1433,87477,"test",0.5
"650",1433,236620,"test",0
"651",1434,355599,"train",0.5
"652",1434,4884,"train",0
"653",1434,235089,"train",0.5
"654",1434,134280,"train",0
"655",1434,357566,"train",0.5
"656",1434,236621,"train",0.5
"657",1434,367097,"train",0
"658",1434,368668,"train",0
"659",1434,157426,"train",0
"660",1434,179528,"train",0
"661",1434,368479,"train",0.5
"662",1434,237114,"train",0
"663",1434,368024,"train",0
"664",1434,370744,"train",1.5
"665",1434,370554,"train",0
"666",1434,236766,"train",0.5
"667",1434,237283,"train",0.5
"668",1434,257931,"train",0.5
"669",1434,237044,"train",0
"670",1434,371781,"train",4
"671",1434,370555,"train",0
"672",1434,370555,"train",0
"673",1434,64052,"train",0.5
"674",1434,371797,"train",0.5
"675",1434,360664,"train",0
"676",1434,246175,"train",0
"677",1434,370556,"train",0
"678",1434,236620,"train",0.5
"679",1434,369191,"train",0
"680",1434,355587,"train",0.5
"681",1434,228897,"train",0
"682",1434,373540,"train",0.5
"683",1434,377373,"train",1.5
"684",1434,371654,"train",0
"685",1434,363425,"train",1.5
"686",1434,373260,"train",1
"687",1434,157426,"test",0
"688",1434,134280,"test",0
"689",1434,355587,"test",0.5
"690",1434,235089,"test",0.5
"691",1434,236621,"test",0.5
"692",1434,373540,"test",0.5
"693",1434,4884,"test",0
"694",1434,381260,"test",0
"695",1434,236620,"test",0.5
"696",1434,349448,"test",1
"697",1434,237044,"test",0
"698",1434,344443,"test",0.5
"699",1434,237114,"test",0
"700",1435,355599,"train",0.5
"701",1435,236621,"train",0.5
"702",1435,179528,"train",0
"703",1435,257931,"train",0.5
"704",1435,235089,"train",0.5
"705",1435,134280,"train",0
"706",1435,357566,"train",0.5
"707",1435,237283,"train",0.5
"708",1435,355587,"train",0.5
"709",1435,367097,"train",0
"710",1435,368668,"train",0
"711",1435,157426,"train",0
"712",1435,368479,"train",0.5
"713",1435,237114,"train",0
"714",1435,4884,"train",0
"715",1435,368024,"train",0
"716",1435,358088,"train",3
"717",1435,228897,"train",0
"718",1435,370744,"train",1.5
"719",1435,370554,"train",0
"720",1435,237044,"train",0
"721",1435,371781,"train",5
"722",1435,370555,"train",0
"723",1435,370555,"train",0
"724",1435,64052,"train",0.5
"725",1435,371797,"train",0.5
"726",1435,371016,"train",0.5
"727",1435,356818,"train",0.5
"728",1435,372615,"train",0.5
"729",1435,360664,"train",0
"730",1435,236766,"train",1
"731",1435,246175,"train",0
"732",1435,372385,"train",0.5
"733",1435,370556,"train",0
"734",1435,236620,"train",0.5
"735",1435,369191,"train",0
"736",1435,373260,"train",1
"737",1435,228897,"train",0
"738",1435,371654,"train",0
"739",1435,377373,"train",1.5
"740",1435,166236,"train",0
"741",1435,363425,"train",1.5
"742",1435,179528,"test",0
"743",1435,157426,"test",0
"744",1435,134280,"test",0
"745",1435,363425,"test",1.5
"746",1435,355587,"test",0.5
"747",1435,235089,"test",0.5
"748",1435,236621,"test",0.5
"749",1435,237114,"test",0
"750",1435,4884,"test",0
"751",1435,236620,"test",0.5
"752",1435,349448,"test",1
"753",1435,373260,"test",1
"754",1435,5134,"test",0.5
"755",1435,237044,"test",0
"756",1435,358088,"test",3
"757",1588,249233,"train",2
"758",1588,221551,"train",3.5
"759",1588,221617,"train",4
"760",1588,355587,"train",5
"761",1588,235089,"train",10
"762",1588,236621,"train",7
"763",1588,367097,"train",10
"764",1588,179528,"train",4
"765",1588,37290,"train",1
"766",1588,187873,"train",6
"767",1588,221620,"train",5
"768",1588,100074,"train",0
"769",1588,367969,"train",10
"770",1588,347817,"train",10
"771",1588,234762,"train",8.5
"772",1588,177138,"train",1.5
"773",1588,4865,"train",0
"774",1588,369898,"train",2
"775",1588,368949,"train",10
"776",1588,360326,"train",8.5
"777",1588,368875,"train",1.5
"778",1588,371781,"train",2.5
"779",1588,348780,"train",1.5
"780",1588,254909,"train",1.5
"781",1588,355590,"train",0.5
"782",1588,188017,"train",3.5
"783",1588,247493,"train",1
"784",1588,374896,"train",10
"785",1588,4732,"train",10
"786",1588,372618,"train",1.5
"787",1588,4754,"train",1
"788",1588,364369,"train",0.5
"789",1588,100079,"train",0.5
"790",1588,221617,"test",4
"791",1588,4884,"test",0.5
"792",1588,221541,"test",0.5
"793",1588,4865,"test",0
"794",1588,178800,"test",10
"795",1588,259567,"test",0.5
"796",1588,234762,"test",8.5
"797",1588,257573,"test",7
"798",1588,373278,"test",0.5
"799",1588,177138,"test",1.5
"800",1708,355599,"train",1.5
"801",1708,236621,"train",1.5
"802",1708,4884,"train",2
"803",1708,134280,"train",1
"804",1708,355587,"train",0.5
"805",1708,179528,"train",1
"806",1708,235089,"train",1.5
"807",1708,365301,"train",1
"808",1708,368668,"train",0
"809",1708,237044,"train",0.5
"810",1708,363425,"train",1
"811",1708,246188,"train",1
"812",1708,347151,"train",1
"813",1708,237283,"train",0.5
"814",1708,370744,"train",6.5
"815",1708,369191,"train",0
"816",1708,362593,"train",2
"817",1708,371244,"train",0.5
"818",1708,372615,"train",1.5
"819",1708,64052,"train",0.5
"820",1708,370554,"train",0
"821",1708,228897,"train",0.5
"822",1708,236766,"train",0.5
"823",1708,13276,"train",0
"824",1708,236620,"train",0.5
"825",1708,157426,"train",0
"826",1708,373260,"train",2.5
"827",1708,373262,"train",0
"828",1708,371654,"train",0.5
"829",1708,377373,"train",6.5
"830",1708,377087,"train",1.5
"831",1708,352054,"train",0
"832",1708,379836,"test",0
"833",1708,355587,"test",0.5
"834",1708,179528,"test",1
"835",1708,236621,"test",1.5
"836",1708,157426,"test",0
"837",1708,235089,"test",1.5
"838",1708,222671,"test",0
"839",1708,349448,"test",0
"840",1708,4884,"test",2
"841",1708,373260,"test",2.5
"842",1708,5134,"test",0
"843",1708,348753,"test",4.5
"844",1715,4865,"train",2.5
"845",1715,357566,"train",0.5
"846",1715,247494,"train",3
"847",1715,4884,"train",5.5
"848",1715,350255,"train",0
"849",1715,355590,"train",0
"850",1715,247493,"train",6
"851",1715,177138,"train",2
"852",1715,369020,"train",2
"853",1715,365307,"train",1
"854",1715,158653,"train",0
"855",1715,361811,"train",0.5
"856",1715,367097,"train",1.5
"857",1715,370767,"train",1
"858",1715,371780,"train",0.5
"859",1715,370576,"train",3
"860",1715,356724,"train",3.5
"861",1715,372385,"train",1
"862",1715,372545,"train",2
"863",1715,374954,"train",10
"864",1715,377373,"train",0
"865",1715,247528,"train",0
"866",1715,379555,"test",5.5
"867",1715,4867,"test",10
"868",1715,4865,"test",2.5
"869",1715,247493,"test",6
"870",1715,372545,"test",2
"871",1715,4884,"test",5.5
"872",1715,5134,"test",0
"873",1715,177138,"test",2
"874",1715,4732,"test",10
"875",1715,221617,"test",0.5
"876",1715,247494,"test",3
"877",1750,236621,"train",2.5
"878",1750,365301,"train",5.5
"879",1750,179528,"train",1.5
"880",1750,355587,"train",1
"881",1750,235089,"train",3
"882",1750,236620,"train",1
"883",1750,237283,"train",1
"884",1750,369191,"train",0.5
"885",1750,366166,"train",0
"886",1750,362593,"train",2
"887",1750,4884,"train",4
"888",1750,363456,"train",1.5
"889",1750,237044,"train",1.5
"890",1750,237114,"train",1
"891",1750,370744,"train",1
"892",1750,369740,"train",1.5
"893",1750,157426,"train",0.5
"894",1750,371773,"train",1
"895",1750,134280,"train",0.5
"896",1750,370556,"train",0
"897",1750,246175,"train",0
"898",1750,371655,"train",2.5
"899",1750,236766,"train",2
"900",1750,373540,"train",4
"901",1750,371562,"train",0.5
"902",1750,372543,"train",0.5
"903",1750,373261,"train",3.5
"904",1750,373260,"train",4
"905",1750,254344,"train",3.5
"906",1750,222671,"train",1.5
"907",1750,377373,"train",2.5
"908",1750,376785,"train",0.5
"909",1750,237114,"test",1
"910",1750,236621,"test",2.5
"911",1750,373260,"test",4
"912",1750,363425,"test",1
"913",1750,355587,"test",1
"914",1750,87477,"test",0.5
"915",1750,344443,"test",0.5
"916",1750,157426,"test",0.5
"917",1750,349448,"test",2
"918",1750,179528,"test",1.5
"919",1829,245313,"train",0.5
"920",1829,179528,"train",1
"921",1829,235089,"train",0.5
"922",1829,355599,"train",0.5
"923",1829,355587,"train",1
"924",1829,367515,"train",0
"925",1829,367384,"train",4
"926",1829,361811,"train",0.5
"927",1829,158653,"train",0
"928",1829,236766,"train",0.5
"929",1829,357566,"train",2.5
"930",1829,370744,"train",4
"931",1829,236621,"train",1
"932",1829,370773,"train",0
"933",1829,236620,"train",2
"934",1829,370556,"train",3.5
"935",1829,237114,"train",1.5
"936",1829,12035,"train",0.5
"937",1829,237044,"train",0.5
"938",1829,222671,"train",0
"939",1829,373261,"train",2
"940",1829,373260,"train",1
"941",1829,228897,"train",8
"942",1829,4884,"train",1.5
"943",1829,373262,"train",1
"944",1829,374061,"train",0.5
"945",1829,375548,"train",2.5
"946",1829,377373,"train",3
"947",1829,376785,"train",0.5
"948",1829,254344,"train",1.5
"949",1829,377253,"train",3
"950",1829,179528,"test",1
"951",1829,379836,"test",0.5
"952",1829,87477,"test",1.5
"953",1829,373260,"test",1
"954",1829,355587,"test",1
"955",1829,4884,"test",1.5
"956",1829,236620,"test",2
"957",1829,344443,"test",8.5
"958",1829,235089,"test",0.5
"959",1829,157426,"test",0
"960",1829,237044,"test",0.5
"961",1843,193050,"train",0.5
"962",1843,370744,"train",0.5
"963",1843,4865,"train",0
"964",1843,355590,"train",0
"965",1843,364373,"train",0.5
"966",1843,134280,"train",0
"967",1843,247493,"train",0.5
"968",1843,247528,"train",0
"969",1843,369515,"train",10
"970",1843,246781,"train",0.5
"971",1843,356458,"train",10
"972",1843,4884,"train",0
"973",1843,371775,"train",1
"974",1843,359278,"train",2
"975",1843,356457,"train",0.5
"976",1843,254909,"train",0.5
